#KEY	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
Geneid	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
gene:ECOLIN_14580	31	36	20	44	43	68	42	31
gene:ECOLIN_14585	26	40	84	112	36	27	66	38
gene:ECOLIN_14590	213	203	310	314	200	249	163	127
gene:ECOLIN_14595	204	174	152	187	259	177	124	148
gene:ECOLIN_14600	11	20	34	32	34	21	18	29
gene:ECOLIN_14605	0	1	10	9	0	0	2	2
gene:ECOLIN_14610	10	7	14	11	14	11	6	14
gene:ECOLIN_14615	0	0	3	0	1	0	1	4
gene:ECOLIN_14620	4	1	6	2	2	6	13	3
gene:ECOLIN_14625	0	0	0	0	0	0	0	1
gene:ECOLIN_14630	1	1	3	0	2	0	0	4
gene:ECOLIN_14635	0	0	1	1	0	0	3	0
gene:ECOLIN_14645	0	0	0	0	0	0	0	0
gene:ECOLIN_14650	184	184	683	626	252	273	1220	1094
gene:ECOLIN_14655	204	293	1514	1343	473	477	2561	2375
gene:ECOLIN_14665	233	207	267	276	171	204	147	165
gene:ECOLIN_14670	282	263	313	332	152	221	196	185
gene:ECOLIN_14675	175	152	304	284	191	255	546	482
gene:ECOLIN_14680	265	245	1000	819	343	446	1554	1431
gene:ECOLIN_14685	155	151	602	548	275	259	1296	1123
gene:ECOLIN_14690	227	241	781	817	437	402	1774	1560
gene:ECOLIN_14695	100	120	630	521	179	180	1061	920
gene:ECOLIN_14700	561	557	1778	1670	817	741	4309	4050
gene:ECOLIN_14705	196	210	668	635	282	274	1512	1383
gene:ECOLIN_14710	441	368	1048	1072	754	631	2482	2196
gene:ECOLIN_14715	137	168	668	658	352	259	1988	1883
gene:ECOLIN_14720	182	240	1361	1381	481	465	3720	3431
gene:ECOLIN_14725	48	52	557	525	126	106	1136	831
gene:ECOLIN_14730	158	203	1321	1151	472	390	2711	2139
gene:ECOLIN_14735	32	31	191	172	95	75	357	340
gene:ECOLIN_14740	287	318	1045	884	430	394	1745	1482
gene:ECOLIN_14745	175	199	969	914	401	305	1623	1339
gene:ECOLIN_14750	221	166	677	633	266	282	1025	913
gene:ECOLIN_14755	867	880	1042	970	801	884	1238	1070
gene:ECOLIN_14760	36	39	210	167	44	39	108	108
gene:ECOLIN_14765	1638	1331	125	113	1380	1310	167	124
gene:ECOLIN_14770	91	33	89	38	60	82	38	28
gene:ECOLIN_14775	249	216	375	350	144	153	243	233
gene:ECOLIN_14780	52	34	48	48	51	45	48	42
gene:ECOLIN_14785	122	94	59	84	76	99	76	58
gene:ECOLIN_14790	52	47	27	21	41	30	35	27
gene:ECOLIN_14795	65	80	73	49	65	70	57	37
gene:ECOLIN_14800	24	17	55	68	18	19	32	34
gene:ECOLIN_14805	4	12	16	5	6	15	7	10
gene:ECOLIN_14810	58	33	3	16	33	37	5	10
gene:ECOLIN_14815	144	132	134	114	96	104	86	70
gene:ECOLIN_14825	2815	2347	1428	1050	1273	4043	1316	956
gene:ECOLIN_14830	664	843	260	262	604	651	286	258
gene:ECOLIN_14835	1017	946	245	226	828	842	257	272
gene:ECOLIN_14840	1586	1524	563	636	1132	1288	609	520
gene:ECOLIN_14845	432	372	97	113	359	331	142	154
gene:ECOLIN_14850	750	525	147	111	534	472	135	136
gene:ECOLIN_14855	506	366	111	138	298	332	191	145
gene:ECOLIN_14860	960	1198	279	259	668	780	480	480
gene:ECOLIN_14865	3695	4432	600	609	3179	3062	1438	1460
gene:ECOLIN_14870	19543	22123	2775	2535	15824	14827	7735	7069
gene:ECOLIN_14875	17975	18773	1715	1603	12674	12656	6732	6227
gene:ECOLIN_14880	1263	1162	1610	1607	1336	1456	2039	1684
gene:ECOLIN_14885	949	835	6700	4678	1074	1311	3009	2595
gene:ECOLIN_14890	3900	5297	890	855	4243	3937	1898	1850
gene:ECOLIN_14895	14735	15531	1555	1541	12154	11095	4220	3980
gene:ECOLIN_14900	20181	19807	1158	1080	15492	14703	4342	3979
gene:ECOLIN_14905	370	217	60	73	191	226	53	43
gene:ECOLIN_14910	84	51	47	47	74	92	33	46
gene:ECOLIN_14915	12	13	15	9	11	9	6	14
gene:ECOLIN_14925	20	21	36	31	10	18	7	4
gene:ECOLIN_14930	5	11	10	11	10	13	4	5
gene:ECOLIN_14935	9	4	14	16	5	8	17	18
gene:ECOLIN_14940	66	55	57	32	60	61	30	14
gene:ECOLIN_14945	6	0	3	0	6	12	2	4
gene:ECOLIN_14950	59	69	55	49	32	37	28	22
gene:ECOLIN_14955	153	171	260	229	168	185	137	118
gene:ECOLIN_14960	778	537	1073	1034	450	475	920	776
gene:ECOLIN_14965	23	49	32	25	43	44	6	7
gene:ECOLIN_14970	38	44	88	120	53	39	57	55
gene:ECOLIN_14975	144	128	112	137	119	142	78	99
gene:ECOLIN_14980	96	106	91	97	54	99	56	54
gene:ECOLIN_14985	45331	59672	32386	32666	75826	73684	32579	30487
gene:ECOLIN_14990	11870	11377	9508	8683	12632	12263	10457	9375
gene:ECOLIN_14995	2143	1931	1066	1042	1601	1890	1305	1227
gene:ECOLIN_15000	4878	4227	1876	1899	3449	3675	2726	2506
gene:ECOLIN_15005	750	663	539	403	471	821	559	368
gene:ECOLIN_15010	1388	1112	428	342	1267	1190	354	323
gene:ECOLIN_15020	147	145	159	186	113	113	133	124
gene:ECOLIN_15025	35	30	119	96	26	29	75	69
gene:ECOLIN_15030	476	474	428	371	425	444	381	462
gene:ECOLIN_15035	144	103	42	26	132	103	45	23
gene:ECOLIN_15040	65	52	55	41	67	63	32	24
gene:ECOLIN_15050	2	4	2	1	2	1	2	1
gene:ECOLIN_15055	448	304	379	251	581	626	446	402
gene:ECOLIN_15060	625	722	241	266	449	598	176	231
gene:ECOLIN_15065	738	800	231	196	714	712	213	196
gene:ECOLIN_15070	2456	3465	1651	1694	2790	2929	2261	2214
gene:ECOLIN_15075	262	261	128	76	320	309	71	57
gene:ECOLIN_15080	149	118	67	68	128	115	50	34
gene:ECOLIN_15085	175	183	64	78	212	181	49	46
gene:ECOLIN_15090	115	98	126	143	90	139	104	94
gene:ECOLIN_15095	36	30	44	29	35	22	16	19
gene:ECOLIN_15100	6	18	33	48	36	16	14	19
gene:ECOLIN_15105	81	64	65	51	48	56	32	48
gene:ECOLIN_15110	158	173	154	137	157	177	145	105
gene:ECOLIN_15115	333	501	403	398	338	397	289	315
gene:ECOLIN_15120	217	235	168	158	275	305	147	113
gene:ECOLIN_15125	917	847	857	743	741	743	802	745
gene:ECOLIN_15130	218	161	272	296	115	155	232	236
gene:ECOLIN_15135	604	666	1174	1188	483	564	867	820
gene:ECOLIN_15140	200	126	248	259	58	143	279	269
gene:ECOLIN_15145	785	748	976	854	769	744	860	662
gene:ECOLIN_15150	293	231	521	426	317	253	364	323
gene:ECOLIN_15155	815	471	252	195	469	463	220	202
gene:ECOLIN_15160	1525	938	203	227	1024	1024	217	206
gene:ECOLIN_15165	200	80	136	71	140	117	52	71
gene:ECOLIN_15170	521	178	144	119	159	223	81	73
gene:ECOLIN_15175	277	94	70	64	160	138	47	67
gene:ECOLIN_15180	13	9	17	5	0	7	5	5
gene:ECOLIN_15185	38	29	51	56	41	38	24	42
gene:ECOLIN_15190	10	15	13	18	14	9	20	16
gene:ECOLIN_15195	4	5	1	4	0	2	0	2
gene:ECOLIN_15200	10	26	15	27	22	27	28	23
gene:ECOLIN_15205	38	28	25	20	29	19	19	29
gene:ECOLIN_15210	32	45	90	77	42	42	43	49
gene:ECOLIN_15215	39	37	56	58	27	44	57	37
gene:ECOLIN_15220	255	236	419	371	138	246	273	202
gene:ECOLIN_15225	360	355	806	668	230	384	441	469
gene:ECOLIN_15230	47	38	50	57	39	33	49	42
gene:ECOLIN_15235	211	224	208	190	177	190	220	199
gene:ECOLIN_15240	320	343	268	205	330	354	338	228
gene:ECOLIN_15245	269	275	173	94	240	283	201	186
gene:ECOLIN_15250	329	362	188	163	348	309	171	166
gene:ECOLIN_15255	157	171	187	195	187	159	223	190
gene:ECOLIN_15260	57	71	13	27	71	49	9	13
gene:ECOLIN_15265	49	50	10	14	49	54	10	12
gene:ECOLIN_15270	280	231	89	56	212	257	77	51
gene:ECOLIN_15275	49	35	31	24	19	44	26	26
gene:ECOLIN_15280	74	26	20	14	30	38	37	26
gene:ECOLIN_15285	18	22	27	11	7	20	13	19
gene:ECOLIN_15290	18	17	46	39	20	19	28	23
gene:ECOLIN_15295	0	2	0	2	0	5	0	0
gene:ECOLIN_15300	1297	914	76	83	744	768	118	111
gene:ECOLIN_15305	912	723	339	314	1161	1232	364	307
gene:ECOLIN_15310	762	885	178	194	898	856	227	194
gene:ECOLIN_15315	2623	2435	289	253	2450	2497	305	284
gene:ECOLIN_15320	1867	1585	432	435	1657	1562	448	361
gene:ECOLIN_15325	1537	1447	596	618	1483	1332	632	644
gene:ECOLIN_15330	30	55	37	16	31	41	27	39
gene:ECOLIN_15335	34	52	37	34	29	21	47	44
gene:ECOLIN_15340	27	44	39	49	25	27	50	46
gene:ECOLIN_15345	32	13	25	24	14	12	21	10
gene:ECOLIN_15350	2042	1582	188	141	1611	1536	158	186
gene:ECOLIN_15355	1464	1247	213	242	1169	1008	250	258
gene:ECOLIN_15360	3092	3434	1613	1679	2916	3365	1359	1165
gene:ECOLIN_15365	1659	2007	1518	1341	1850	1757	1114	1026
gene:ECOLIN_15370	293	351	361	369	246	239	372	288
gene:ECOLIN_15375	455	307	170	195	324	305	142	162
gene:ECOLIN_15380	249	271	792	578	207	344	910	739
gene:ECOLIN_15385	1250	1660	897	887	1781	1696	1052	853
gene:ECOLIN_15390	267	300	123	140	258	268	197	154
gene:ECOLIN_15395	833	981	280	228	834	864	261	257
gene:ECOLIN_15405	4275	677	248	215	526	522	225	185
gene:ECOLIN_15410	36505	2893	104	94	1898	1459	77	88
gene:ECOLIN_15415	177	160	164	138	134	154	137	82
gene:ECOLIN_15420	468	377	92	77	335	451	75	72
gene:ECOLIN_15425	131	102	125	110	86	93	96	82
gene:ECOLIN_15430	87	113	238	206	68	75	137	136
gene:ECOLIN_15435	61	117	256	252	75	71	138	151
gene:ECOLIN_15440	158	56	110	144	45	54	70	78
gene:ECOLIN_15445	196	124	180	157	102	143	91	109
gene:ECOLIN_15450	46	52	165	133	46	37	68	62
gene:ECOLIN_15455	887	685	209	208	700	767	248	222
gene:ECOLIN_15460	152	187	317	317	244	257	191	176
gene:ECOLIN_15465	59	30	31	34	70	49	45	29
gene:ECOLIN_15470	58	47	117	106	50	74	135	109
gene:ECOLIN_15475	220	174	604	621	213	213	491	441
gene:ECOLIN_15480	18	18	37	48	14	17	32	36
gene:ECOLIN_15485	34	33	55	44	26	37	54	31
gene:ECOLIN_15490	42	27	64	43	27	14	17	31
gene:ECOLIN_15495	73	52	128	100	42	73	75	49
gene:ECOLIN_15500	125	119	150	125	109	95	152	152
gene:ECOLIN_15505	75	67	151	133	49	73	140	120
gene:ECOLIN_15510	16	33	28	30	11	25	11	29
gene:ECOLIN_15515	5	7	20	22	15	24	12	6
gene:ECOLIN_15520	87	87	105	120	75	101	67	51
gene:ECOLIN_15525	17	20	30	21	16	24	20	25
gene:ECOLIN_15530	41	22	29	27	44	23	34	26
gene:ECOLIN_15535	205	204	333	254	247	183	269	215
gene:ECOLIN_15540	120	120	243	188	90	113	159	117
gene:ECOLIN_15545	167	184	232	214	132	153	165	136
gene:ECOLIN_15550	144	115	107	104	117	163	105	67
gene:ECOLIN_15555	47	46	79	88	41	27	60	73
gene:ECOLIN_15560	141	106	261	263	123	91	150	132
gene:ECOLIN_15565	29	26	68	80	16	15	39	37
gene:ECOLIN_15575	179	219	866	836	205	160	881	737
gene:ECOLIN_15580	7521	6061	559	489	5980	5446	895	809
gene:ECOLIN_15585	4793	3429	277	333	3129	2967	435	416
gene:ECOLIN_15595	1854	1391	779	738	1219	1188	474	442
gene:ECOLIN_15600	1084	860	928	893	730	796	652	577
gene:ECOLIN_15605	609	617	1680	1577	618	583	884	790
gene:ECOLIN_15610	747	641	618	532	531	544	470	441
gene:ECOLIN_15615	281	282	275	257	316	298	239	210
gene:ECOLIN_15620	377	417	444	370	287	382	329	336
gene:ECOLIN_15630	839	902	1072	1011	813	917	860	759
gene:ECOLIN_15635	816	880	1311	1301	617	759	1480	1357
gene:ECOLIN_15640	292	323	308	343	259	349	270	244
gene:ECOLIN_15645	1609	1836	1085	1209	1452	1544	1061	984
gene:ECOLIN_15650	2302	2221	429	380	1717	2626	403	382
gene:ECOLIN_15655	845	739	114	98	637	805	77	69
gene:ECOLIN_15660	2128	1737	203	194	1694	1756	121	137
gene:ECOLIN_15665	876	783	861	899	698	752	793	634
gene:ECOLIN_15670	1019	994	898	916	843	942	886	832
gene:ECOLIN_15675	2610	2639	1717	1540	2112	2382	2114	1835
gene:ECOLIN_15680	1576	1475	1490	1147	1360	1486	1270	1091
gene:ECOLIN_15685	2060	2304	7775	7434	1830	2016	5981	4964
gene:ECOLIN_15690	1383	1496	5743	5540	1376	1683	3339	3011
gene:ECOLIN_15695	20347	19883	2923	2496	15663	21582	2415	2175
gene:ECOLIN_15700	2092	2099	807	683	2457	2771	868	838
gene:ECOLIN_15705	16	16	25	34	10	13	16	17
gene:ECOLIN_15710	786	844	522	444	985	880	422	337
gene:ECOLIN_15715	105	61	138	134	74	69	81	95
gene:ECOLIN_15720	169	191	312	279	130	167	191	126
gene:ECOLIN_15725	713	676	1384	1252	693	760	1351	1168
gene:ECOLIN_15730	260	243	383	428	153	146	149	177
gene:ECOLIN_15735	2151	2128	575	462	2240	1975	699	632
gene:ECOLIN_15740	22664	23678	7415	7437	26575	28797	9036	8592
gene:ECOLIN_15745	9474	15012	4125	4065	15447	19352	4929	4395
gene:ECOLIN_15750	2423	4707	1546	1414	5234	5238	1496	1330
gene:ECOLIN_15755	39	114	115	105	218	269	66	63
gene:ECOLIN_15760	86	141	69	69	268	256	55	39
gene:ECOLIN_15765	84	45	34	23	123	133	24	31
gene:ECOLIN_15770	58	62	41	56	157	150	47	27
gene:ECOLIN_15775	74	73	52	80	121	124	60	33
gene:ECOLIN_15780	211	179	219	194	196	167	174	142
gene:ECOLIN_15785	202	217	396	315	262	268	234	268
gene:ECOLIN_15790	1	2	13	3	4	6	8	6
gene:ECOLIN_15795	42	26	55	32	32	25	25	30
gene:ECOLIN_15800	27	16	29	34	16	30	23	10
gene:ECOLIN_15805	2	5	0	0	2	2	0	2
gene:ECOLIN_15810	116	56	169	177	77	101	124	107
gene:ECOLIN_15815	9762	9353	1307	1397	8597	9047	1663	1404
gene:ECOLIN_15820	259	306	788	861	290	306	566	530
gene:ECOLIN_15825	352	327	181	175	303	435	121	151
gene:ECOLIN_15830	101	65	131	103	82	89	76	58
gene:ECOLIN_15835	3961	2549	1127	1135	3683	3818	1518	1494
gene:ECOLIN_15840	865	694	39	54	1193	645	112	135
gene:ECOLIN_15845	23930	17088	2000	1970	19858	18694	4377	3807
gene:ECOLIN_15850	268	323	223	249	346	367	203	205
gene:ECOLIN_15855	52	48	58	42	88	66	25	24
gene:ECOLIN_15860	56	49	43	35	51	48	48	25
gene:ECOLIN_15865	626	609	371	376	510	534	358	354
gene:ECOLIN_15870	1452	1397	887	898	1221	1256	1048	964
gene:ECOLIN_15875	1459	1472	293	312	1652	1445	393	389
gene:ECOLIN_15880	632	577	84	77	566	522	113	79
gene:ECOLIN_15885	73	44	21	36	49	53	12	11
gene:ECOLIN_15890	519	462	236	215	422	487	249	187
gene:ECOLIN_15895	535	454	122	119	401	410	155	159
gene:ECOLIN_15900	205	140	36	38	117	93	38	36
gene:ECOLIN_15905	492	309	241	231	265	280	139	106
gene:ECOLIN_15910	810	529	261	266	442	392	156	142
gene:ECOLIN_15915	60	69	100	107	63	98	62	59
gene:ECOLIN_15920	144	111	196	161	171	160	134	145
gene:ECOLIN_15925	474	359	317	300	536	557	392	350
gene:ECOLIN_15930	681	577	612	654	546	586	587	638
gene:ECOLIN_15935	650	448	387	459	421	439	474	496
gene:ECOLIN_15940	644	366	201	195	393	406	197	187
gene:ECOLIN_15945	332	257	71	57	227	244	80	64
gene:ECOLIN_15950	661	483	210	208	502	411	160	131
gene:ECOLIN_15955	141	159	136	159	268	215	149	84
gene:ECOLIN_15960	881	518	237	176	924	966	124	130
gene:ECOLIN_15965	95	108	281	273	116	136	228	171
gene:ECOLIN_15970	9	10	11	5	28	22	6	9
gene:ECOLIN_15975	356	301	213	211	331	263	159	191
gene:ECOLIN_15980	1318	1291	742	757	1237	1304	610	499
gene:ECOLIN_15985	0	0	0	0	0	0	0	0
gene:ECOLIN_15990	126	138	118	101	72	149	84	57
gene:ECOLIN_15995	21	22	1	4	16	23	1	1
gene:ECOLIN_16000	20	10	20	23	21	17	15	4
gene:ECOLIN_16005	28	27	17	10	18	24	11	3
gene:ECOLIN_16015	6	3	0	1	5	1	0	1
gene:ECOLIN_16020	1	0	1	1	3	1	0	1
gene:ECOLIN_16025	0	3	0	0	1	0	0	0
gene:ECOLIN_16030	13	12	16	9	3	17	2	10
gene:ECOLIN_16035	236	201	432	480	218	185	379	336
gene:ECOLIN_16040	87	133	195	231	88	116	166	177
gene:ECOLIN_16050	136	125	502	393	117	156	205	159
gene:ECOLIN_16055	361	340	2920	2736	132	199	1699	1687
gene:ECOLIN_16060	1084	956	2580	2793	503	665	1870	1925
gene:ECOLIN_16065	486	464	642	762	246	315	475	573
gene:ECOLIN_16070	200	164	234	192	143	120	127	138
gene:ECOLIN_16075	307	332	252	223	299	281	197	195
gene:ECOLIN_16080	384	471	209	191	346	394	279	214
gene:ECOLIN_16085	12006	11518	950	1038	7162	7810	791	732
gene:ECOLIN_16090	384	304	410	428	335	281	317	326
gene:ECOLIN_16100	237	244	105	126	156	245	74	77
gene:ECOLIN_16105	5757	5052	1874	1700	3352	4028	1226	1029
gene:ECOLIN_16115	106904	114792	15293	15676	63784	72815	21896	20260
gene:ECOLIN_16120	32804	34157	11997	12491	21583	23920	15720	15130
gene:ECOLIN_16125	23067	22205	11709	11118	19542	19892	15419	13699
gene:ECOLIN_16130	8095	7911	6139	5497	7320	7403	7338	6570
gene:ECOLIN_16135	14120	13969	13365	12083	13351	12675	14142	12901
gene:ECOLIN_16140	4557	4002	1849	1743	3204	3375	2191	1938
gene:ECOLIN_16145	1489	1339	917	1043	1059	1216	702	726
gene:ECOLIN_16150	5537	5878	1076	1148	3539	5048	1348	1414
gene:ECOLIN_16160	214	221	68	71	53	120	46	29
gene:ECOLIN_16165	78	62	15	2	9	40	4	4
gene:ECOLIN_16170	68	72	14	18	13	29	0	3
gene:ECOLIN_16175	79	74	44	25	28	34	27	15
gene:ECOLIN_16180	11	9	2	10	1	8	7	0
gene:ECOLIN_16185	21	16	21	13	12	30	10	2
gene:ECOLIN_16190	24	19	36	41	17	30	26	14
gene:ECOLIN_16195	16	8	16	13	11	11	5	7
gene:ECOLIN_16200	144	173	69	65	140	124	51	46
gene:ECOLIN_16205	53	28	35	15	20	21	13	5
gene:ECOLIN_16210	0	1	6	6	2	0	2	6
gene:ECOLIN_16215	4	6	12	21	7	1	0	7
gene:ECOLIN_16220	38	44	21	34	47	22	47	44
gene:ECOLIN_16225	75	103	170	154	89	97	117	117
gene:ECOLIN_16230	41	43	151	138	55	45	93	62
gene:ECOLIN_16235	348	314	1152	813	328	326	605	556
gene:ECOLIN_16240	396	478	297	285	326	390	230	206
gene:ECOLIN_16245	38	55	170	152	39	30	170	108
gene:ECOLIN_16250	1135	1268	198	179	963	1120	203	203
gene:ECOLIN_16255	21	29	21	27	2	25	8	4
gene:ECOLIN_16260	0	0	2	0	1	1	2	3
gene:ECOLIN_16265	175	272	103	127	107	38	99	107
gene:ECOLIN_16270	1	2	3	9	6	4	5	3
gene:ECOLIN_16275	1	0	0	0	0	1	1	0
gene:ECOLIN_16280	5	1	2	5	6	2	2	4
gene:ECOLIN_16285	3	3	1	6	1	0	2	6
gene:ECOLIN_16290	1	10	5	12	9	6	13	9
gene:ECOLIN_16295	0	0	1	0	2	0	1	0
gene:ECOLIN_16300	0	0	0	0	0	0	0	0
gene:ECOLIN_16305	3	0	0	0	1	0	0	0
gene:ECOLIN_16315	2	2	1	0	0	2	0	1
gene:ECOLIN_16320	2	3	4	2	1	1	0	0
gene:ECOLIN_16325	2	1	2	5	4	1	5	1
gene:ECOLIN_16330	0	0	0	6	1	1	0	1
gene:ECOLIN_16340	21	12	28	9	8	11	10	29
gene:ECOLIN_16345	0	3	3	5	0	2	0	2
gene:ECOLIN_16350	1	0	4	2	0	0	0	0
gene:ECOLIN_16355	0	0	1	0	1	1	0	0
gene:ECOLIN_16360	1	2	0	1	0	4	19	1
gene:ECOLIN_16365	40	61	64	68	38	39	54	45
gene:ECOLIN_16370	31	25	36	52	38	25	63	56
gene:ECOLIN_16375	51	68	97	108	35	55	118	88
gene:ECOLIN_16380	46	76	129	153	48	108	127	127
gene:ECOLIN_16385	20	52	107	69	25	30	54	81
gene:ECOLIN_16390	198	168	254	211	109	131	178	156
gene:ECOLIN_16395	2065	1697	2696	2214	1452	1750	1784	1764
gene:ECOLIN_16400	1775	1550	975	1040	1222	1405	1046	935
gene:ECOLIN_16405	27	28	245	263	30	36	257	299
gene:ECOLIN_16410	7364	5324	194	175	5867	6585	263	254
gene:ECOLIN_16415	4244	2349	134	119	2300	2373	158	103
gene:ECOLIN_16420	5190	4436	169	180	3703	3478	163	165
gene:ECOLIN_16425	1902	1988	63	37	1608	1488	46	74
gene:ECOLIN_16430	3994	4149	162	179	3097	2952	122	114
gene:ECOLIN_16435	1915	2122	59	105	1262	1519	52	69
gene:ECOLIN_16440	4445	3101	42	54	2025	2219	56	78
gene:ECOLIN_16445	5987	3750	78	77	2103	2451	66	73
gene:ECOLIN_16450	33	27	17	12	21	29	11	22
gene:ECOLIN_16455	45	35	6	19	31	18	16	20
gene:ECOLIN_16465	16	26	11	2	7	9	8	8
gene:ECOLIN_16470	8	11	0	2	7	17	3	3
gene:ECOLIN_16475	6	6	6	2	8	2	0	2
gene:ECOLIN_16480	14	16	5	0	5	3	2	3
gene:ECOLIN_16485	51	42	14	13	34	23	5	3
gene:ECOLIN_16495	207	141	43	32	75	64	40	31
gene:ECOLIN_16500	130	67	22	2	33	19	5	9
gene:ECOLIN_16505	147	79	21	15	14	30	3	8
gene:ECOLIN_16510	257	223	100	65	106	112	43	47
gene:ECOLIN_16515	3457	2824	545	488	1296	1573	373	268
gene:ECOLIN_16520	36	119	0	5	25	39	0	2
gene:ECOLIN_16525	124	107	179	174	84	78	164	141
gene:ECOLIN_16530	459	472	1301	1299	401	480	2364	2067
gene:ECOLIN_16535	60	100	307	283	86	81	501	440
gene:ECOLIN_16540	83	64	880	732	120	92	1168	1044
gene:ECOLIN_16545	55	28	369	398	50	51	605	591
gene:ECOLIN_16550	39	98	800	758	112	80	2199	1928
gene:ECOLIN_16555	282	44	146	127	45	40	79	76
gene:ECOLIN_16560	47	22	32	34	28	10	15	14
gene:ECOLIN_16565	53	42	87	53	35	51	32	37
gene:ECOLIN_16570	10	10	13	24	28	10	12	2
gene:ECOLIN_16575	19	24	19	16	11	5	6	3
gene:ECOLIN_16580	103	179	128	119	91	109	103	79
gene:ECOLIN_16585	46	63	36	43	38	37	40	33
gene:ECOLIN_16590	40	23	95	66	24	29	37	33
gene:ECOLIN_16595	31	27	101	86	36	14	65	71
gene:ECOLIN_16600	80	77	131	120	41	63	88	74
gene:ECOLIN_16605	50	28	21	25	17	24	24	11
gene:ECOLIN_16610	25	19	11	17	38	14	6	9
gene:ECOLIN_16615	36	22	14	30	24	22	14	13
gene:ECOLIN_16620	27	32	59	26	21	22	12	21
gene:ECOLIN_16625	48	31	70	61	18	49	45	18
gene:ECOLIN_16630	2348	2475	8221	8197	1940	2215	5771	5668
gene:ECOLIN_16635	1023	1076	460	433	1333	1331	759	659
gene:ECOLIN_16640	130	165	116	89	156	169	132	76
gene:ECOLIN_16645	157	152	76	55	121	136	58	60
gene:ECOLIN_16650	235	283	138	126	267	236	118	97
gene:ECOLIN_16655	350	336	186	206	321	319	165	159
gene:ECOLIN_16660	1168	1284	879	832	970	1053	537	611
gene:ECOLIN_16665	680	558	334	352	403	448	254	214
gene:ECOLIN_16670	797	638	594	563	513	508	431	474
gene:ECOLIN_16675	1773	1581	1576	1451	1495	1690	1233	1108
gene:ECOLIN_16680	1395	1214	1479	1397	844	1092	1109	1057
gene:ECOLIN_16685	110	159	281	257	169	188	362	294
gene:ECOLIN_16690	143	134	100	62	192	207	79	76
gene:ECOLIN_16695	1183	634	305	187	525	552	334	336
gene:ECOLIN_16700	521	730	539	520	905	785	697	571
gene:ECOLIN_16705	5089	4538	3717	3259	4550	4600	4025	3409
gene:ECOLIN_16710	8490	8063	12201	10793	9224	8840	11348	10248
gene:ECOLIN_16720	2472	2408	501	501	2324	2189	666	495
gene:ECOLIN_16725	683	549	1127	946	534	636	963	808
gene:ECOLIN_16730	91	81	424	348	86	64	289	203
gene:ECOLIN_16735	291	292	2592	2485	238	318	1310	1257
gene:ECOLIN_16740	251	328	1447	1395	274	300	1924	1693
gene:ECOLIN_16750	33	17	20	17	23	28	21	20
gene:ECOLIN_16755	1425	529	126	114	579	552	106	111
gene:ECOLIN_16760	473	351	204	201	439	429	206	197
gene:ECOLIN_16765	47	37	41	35	30	38	30	27
gene:ECOLIN_16770	29	11	12	23	7	14	12	8
gene:ECOLIN_16775	20	25	21	36	43	28	14	29
gene:ECOLIN_16780	39	20	18	12	14	14	14	8
gene:ECOLIN_16785	4	7	5	9	4	1	2	2
gene:ECOLIN_16790	144	118	235	188	129	130	108	107
gene:ECOLIN_16795	1041	940	251	238	756	724	287	238
gene:ECOLIN_16800	686	672	335	277	662	694	298	299
gene:ECOLIN_16805	2063	1512	295	219	1574	1567	368	346
gene:ECOLIN_16810	96	102	105	116	115	106	92	89
gene:ECOLIN_16815	69	56	150	114	57	51	132	156
gene:ECOLIN_16820	87	91	3811	3637	112	101	3648	3370
gene:ECOLIN_16825	27	31	13	25	34	49	51	33
gene:ECOLIN_16830	67	85	94	92	119	109	96	89
gene:ECOLIN_16835	3	3	2	1	13	11	1	2
gene:ECOLIN_16840	27	17	8	15	13	41	16	13
gene:ECOLIN_16845	18	23	34	42	15	28	20	16
gene:ECOLIN_16850	419	424	907	886	371	368	560	482
gene:ECOLIN_16855	2075	2375	2405	2221	2511	2772	2443	1882
gene:ECOLIN_16860	756	773	212	181	569	605	166	188
gene:ECOLIN_16865	904	759	184	227	570	671	248	191
gene:ECOLIN_16870	550	449	182	166	321	340	169	138
gene:ECOLIN_16875	410	316	221	220	240	244	227	199
gene:ECOLIN_16880	822	1248	1472	1500	696	845	865	881
gene:ECOLIN_16885	1388	1423	1165	982	792	1030	631	636
gene:ECOLIN_16890	2437	1601	624	511	1389	1455	600	554
gene:ECOLIN_16895	725	593	240	247	661	627	283	239
gene:ECOLIN_16900	1681	1380	978	901	1575	1302	929	828
gene:ECOLIN_16905	578	531	355	344	487	549	302	340
gene:ECOLIN_16910	731	697	339	340	632	641	413	449
gene:ECOLIN_16915	4613	4366	1530	1507	5062	5091	2660	2389
gene:ECOLIN_16920	1662	1517	516	589	1360	1292	725	608
gene:ECOLIN_16925	2353	2097	476	498	1813	1788	760	624
gene:ECOLIN_16930	37	74	283	241	33	54	173	139
gene:ECOLIN_16935	56	47	93	70	54	53	73	55
gene:ECOLIN_16940	130	165	233	171	113	128	186	175
gene:ECOLIN_16945	145	212	297	293	196	238	276	264
gene:ECOLIN_16950	648	811	678	582	734	785	695	544
gene:ECOLIN_16960	31	18	22	24	12	15	7	6
gene:ECOLIN_16965	274	222	427	316	208	251	237	204
gene:ECOLIN_16970	139	131	263	207	85	135	155	149
