"adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Platform_ORF","GO.Function","GO.Process","GO.Component","Chromosome.annotation"
0.998974957609354,0.598055179238156,0.560970721638815,-5.69453814063024,0.087305270953097,"yccS///Z1311///yccS///ECs1044","hypothetical protein///hypothetical protein///putative transporter, FUSC superfamily inner membrane protein///hypothetical protein","b0960","transmembrane transporter activity","transmembrane transport","plasma membrane///plasma membrane","NC_004431.1 (1065518..1067680, complement)///NC_002655.2 (1240424..1242586, complement)///NC_000913.3 (1021730..1023883, complement)///NC_002695.1 (1151201..1153363, complement)"
0.998974957609354,0.598276891992796,0.560621133078465,-5.69474001941719,0.080794192143566,"ispH///ispH///ispH///ispH","4-hydroxy-3-methylbut-2-enyl diphosphate reductase///4-hydroxy-3-methylbut-2-enyl diphosphate reductase///4-hydroxy-3-methylbut-2-enyl diphosphate reductase, 4Fe-4S protein///4-hydroxy-3-methylbut-2-enyl diphosphate reductase","b0029","hydroxymethylbutenyl pyrophosphate reductase activity///3 iron, 4 sulfur cluster binding","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","cytosol","NC_004431.1 (28522..29472)///NC_002655.2 (30652..31602)///NC_000913.3 (26277..27227)///NC_002695.1 (30651..31601)"
0.998974957609354,0.598326839644146,0.560542388077708,-5.69478547748923,0.116459219301165,"yiaF///yiaF///yiaF///ECs4439","hypothetical protein///hypothetical protein///barrier effect co-colonization resistance factor; DUF3053 family lipoprotein///hypothetical protein","b3554","","multi-organism cellular process","","NC_004431.1 (4157371..4158201, complement)///NC_002655.2 (4533137..4533967, complement)///NC_000913.3 (3718334..3719044, complement)///NC_002695.1 (4465908..4466738, complement)"
0.998974957609354,0.598623564419132,-0.560074666957448,-5.69505536906263,-0.0801360144978638,"ycjG///ycjG///ycjG///ECs1904","hypothetical protein///muconate cycloisomerase I///L-Ala-D/L-Glu epimerase///muconate cycloisomerase I","Z2450","racemase and epimerase activity, acting on amino acids and derivatives","","","NC_004431.1 (1631509..1632516)///NC_002655.2 (2189458..2190423, complement)///NC_000913.3 (1388930..1389895)///NC_002695.1 (1896744..1897709)"
0.998974957609354,0.598687684836674,0.559973613368078,-5.69511365458828,0.0873836042588731,"hyaB///hyaB///hyaB///ECs1129","hydrogenase 1 large subunit///hydrogenase 1 large subunit///hydrogenase 1, large subunit///hydrogenase 1 large subunit","b0973","protein binding///electron transfer activity///nickel cation binding","fermentation///anaerobic respiration","membrane///outer membrane-bounded periplasmic space///[Ni-Fe] hydrogenase complex///[Ni-Fe] hydrogenase complex","NC_004431.1 (1077043..1078836)///NC_002655.2 (1297191..1298984)///NC_000913.3 (1033254..1035047)///NC_002695.1 (1212374..1214167)"
0.998974957609354,0.599179224225717,0.559199162097979,-5.69556003502967,0.0962630376509228,"yfcL///Z3588///yfcL///ECs3209","hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein","b2325","","","cytosol","NC_004431.1 (2725689..2725967, complement)///NC_002655.2 (3240210..3240488, complement)///NC_000913.3 (2443891..2444169, complement)///NC_002695.1 (3170254..3170532, complement)"
0.998974957609354,0.599842158875235,0.558155263575466,-5.6961608623552,0.0869097359870104,"prkB///prkB///prkB///ECs4206","phosphoribulokinase///phosphoribulokinase///putative phosphoribulokinase///phosphoribulokinase","b3355","pantothenate kinase activity","coenzyme A biosynthetic process","","NC_004431.1 (3915878..3916747)///NC_002655.2 (4271618..4272487)///NC_000913.3 (3484490..3485359)///NC_002695.1 (4204396..4205265)"
0.998974957609354,0.600549165635434,-0.557042719480562,-5.69680011435489,-0.144250782935899,"yhfG///yhfG///yhfG///ECs4213","hypothetical protein///hypothetical protein///putative antitoxin for Fic///hypothetical protein","b3362","protein binding","","","NC_004431.1 (3922841..3923008, complement)///NC_002655.2 (4278581..4278748, complement)///NC_000913.3 (3491453..3491620, complement)///NC_002695.1 (4211359..4211526, complement)"
0.998974957609354,0.600776572207983,-0.556685037896326,-5.69700539513063,-0.106456526068962,"fumC///fumC///fumC///fumC","fumarate hydratase///fumarate hydratase///fumarate hydratase (fumarase C),aerobic Class II///fumarate hydratase","b1611","fumarate hydratase activity///fumarate hydratase activity","tricarboxylic acid cycle///fumarate metabolic process///malate metabolic process///response to oxidative stress","","NC_004431.1 (1845880..1847283, complement)///NC_002655.2 (2360273..2361676, complement)///NC_000913.3 (1685185..1686588, complement)///NC_002695.1 (2284986..2286389, complement)"
0.998974957609354,0.600897709751502,-0.556494536665545,-5.69711468040762,-0.149684803991928,"ybhP///ybhP///ybhP///ECs0868","hypothetical protein///hypothetical protein///endo/exonuclease/phosphatase family protein///hypothetical protein","b0790","single-stranded DNA binding///5'-tyrosyl-DNA phosphodiesterase activity","double-strand break repair","cytoplasm","NC_004431.1 (846358..847119, complement)///NC_002655.2 (947756..948517, complement)///NC_000913.3 (823736..824497, complement)///NC_002695.1 (946103..946864, complement)"
0.998974957609354,0.60102070980371,0.55630112969004,-5.697225599011,0.0773639263521542,"djlA///djlA///djlA///djlA","Dna-J like membrane chaperone protein///molecular chaperone DnaJ///membrane-anchored DnaK co-chaperone, DNA-binding protein///Dna-J like membrane chaperone protein","b0055","chaperone binding","","cytoplasm///plasma membrane///integral component of plasma membrane///membrane","NC_004431.1 (60556..61371)///NC_002655.2 (62340..63155)///NC_000913.3 (57364..58179)///NC_002695.1 (62339..63154)"
0.998974957609354,0.601331861668706,0.555811974680594,-5.69750597745514,0.122575963451414,"secD///secD///secD///secD","preprotein translocase subunit SecD///preprotein translocase subunit SecD///SecYEG protein translocase auxillary subunit///preprotein translocase subunit SecD","b0408","protein binding","protein transport///protein transport","plasma membrane","NC_004431.1 (501838..503685)///NC_002655.2 (491278..493125)///NC_000913.3 (427647..429494)///NC_002695.1 (491276..493123)"
0.998974957609354,0.601421011944821,-0.55567185106687,-5.69758625487899,-0.129596624383161,"fliI///fliI///fliI///fliI","flagellum-specific ATP synthase///flagellum-specific ATP synthase///flagellum-specific ATP synthase///flagellum-specific ATP synthase","b1941","ATPase activity///identical protein binding","","proton-transporting ATP synthase complex, catalytic core F(1)","NC_004431.1 (2168322..2169695)///NC_002655.2 (2716312..2717685)///NC_000913.3 (2016554..2017927)///NC_002695.1 (2641100..2642473)"
0.998974957609354,0.601554872803436,0.555461475808324,-5.69770674636832,0.204825102831599,"tnaB///tnaB///ECs4646","tryptophan permease///tryptophan transporter of low affinity///tryptophan permease TnaB","b3709","symporter activity","amino acid transmembrane transport","plasma membrane","NC_002655.2 (4747926..4749173)///NC_000913.3 (3890236..3891483)///NC_002695.1 (4678945..4680192)"
0.998974957609354,0.602196904775197,0.554452844729406,-5.69828387811409,0.144799553893375,"mngA","fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component","b0731","protein binding///protein-phosphocysteine-sugar phosphotransferase activity///protein-phosphocysteine-mannosylglycerate-phosphotransferase system transporter activity","phosphoenolpyruvate-dependent sugar phosphotransferase system///phosphoenolpyruvate-dependent sugar phosphotransferase system///phosphoenolpyruvate-dependent sugar phosphotransferase system///mannosylglycerate transport///mannosylglycerate transport///mannosylglycerate transport","plasma membrane///plasma membrane///integral component of plasma membrane","NC_000913.3 (765984..767960)"
0.998974957609354,0.602606126784826,-0.553810288828535,-5.6986510631478,-0.162659522446623,"ypdB///Z3646///ypdB///ECs3261","hypothetical protein///2-component transcriptional regulator///response regulator activating yhjX; pyruvate-responsive YpdAB two-component system///2-component transcriptional regulator","b2381","DNA binding///DNA binding","regulation of transcription, DNA-templated///regulation of transcription, DNA-templated///response to antibiotic///cell motility///positive regulation of single-species biofilm formation","","NC_004431.1 (2782748..2783503)///NC_002655.2 (3298477..3299211)///NC_000913.3 (2500383..2501117)///NC_002695.1 (3228517..3229251)"
0.998974957609354,0.602979336002205,0.553224504116247,-5.69898548020929,0.13484559814562,"dmsC///dmsC///dmsC///ECs0981","anaerobic dimethyl sulfoxide reductase chain C///anaerobic dimethyl sulfoxide reductase subunit C///dimethyl sulfoxide reductase, anaerobic, subunit C///anaerobic dimethyl sulfoxide reductase subunit C","b0896","dimethyl sulfoxide reductase activity///dimethyl sulfoxide reductase activity","anaerobic respiration///anaerobic respiration","plasma membrane///plasma membrane///integral component of plasma membrane///dimethyl sulfoxide reductase complex///dimethyl sulfoxide reductase complex///integral component of membrane","NC_004431.1 (998215..999078)///NC_002655.2 (1164368..1165231)///NC_000913.3 (944033..944896)///NC_002695.1 (1075145..1076008)"
0.998974957609354,0.60365203837363,-0.552169177805429,-5.69958716660001,-0.0867696869113104,"rplM///rplM///rplM///rplM","50S ribosomal protein L13///50S ribosomal protein L13///50S ribosomal subunit protein L13///50S ribosomal protein L13","b3231","mRNA binding///structural constituent of ribosome///zinc ion binding///large ribosomal subunit rRNA binding","negative regulation of translation///negative regulation of translation","cytosol///ribosome///cytosolic large ribosomal subunit///cytosolic large ribosomal subunit","NC_004431.1 (3801703..3802131, complement)///NC_002655.2 (4180676..4181104, complement)///NC_000913.3 (3378223..3378651, complement)///NC_002695.1 (4113459..4113887, complement)"
0.998974957609354,0.604494712605811,-0.550848177935751,-5.70033889914862,-0.140788279471401,"fimB///fimB///fimB///ECs5271","tyrosine recombinase///tyrosine recombinase///tyrosine recombinase/inversion of on/off regulator of fimA///tyrosine recombinase","b4312","","DNA recombination///cellular response to DNA damage stimulus///DNA integration","","NC_004431.1 (5135689..5136291)///NC_002655.2 (5425868..5426470)///NC_000913.3 (4540957..4541559)///NC_002695.1 (5395865..5396467)"
0.998974957609354,0.604947934132757,0.550138142674423,-5.70074229876765,0.183866670468669,"aldA///aldA///aldA///ECs2021","aldehyde dehydrogenase///aldehyde dehydrogenase///aldehyde dehydrogenase A, NAD-linked///aldehyde dehydrogenase","b1415","succinate-semialdehyde dehydrogenase (NAD+) activity///succinate-semialdehyde dehydrogenase (NAD+) activity///lactaldehyde dehydrogenase activity///succinate-semialdehyde dehydrogenase [NAD(P)+] activity///identical protein binding///glycolaldehyde dehydrogenase activity","rhamnose catabolic process///L-fucose catabolic process///protein homotetramerization","cytosol","NC_004431.1 (1682350..1683789)///NC_002655.2 (2081299..2082738, complement)///NC_000913.3 (1488232..1489671)///NC_002695.1 (2005740..2007179)"
0.998974957609354,0.605249271262404,-0.549666228542129,-5.7010101585492,-0.091872322875604,"aceE///aceE///aceE///aceE","pyruvate dehydrogenase subunit E1///pyruvate dehydrogenase subunit E1///pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding///pyruvate dehydrogenase subunit E1","b0114","magnesium ion binding///pyruvate dehydrogenase activity///protein binding///thiamine pyrophosphate binding///identical protein binding","","cytosol///membrane","NC_004431.1 (133364..136027)///NC_002655.2 (127507..130170)///NC_000913.3 (123017..125680)///NC_002695.1 (127506..130169)"
0.998974957609354,0.605955057717093,-0.548561458883571,-5.70163643641025,-0.0907399075638455,"yohC///yohC///yohC///ECs3022","hypothetical protein///hypothetical protein///Yip1 family inner membrane protein///hypothetical protein","b2135","","cellular response to DNA damage stimulus","plasma membrane","NC_004431.1 (2516731..2517342, complement)///NC_002655.2 (3025224..3025835, complement)///NC_000913.3 (2225044..2225631, complement)///NC_002695.1 (2953957..2954568, complement)"
0.998974957609354,0.606435108636758,-0.547810464612239,-5.70206152974467,-0.16301426289969,"pdhR///pdhR///pdhR///pdhR","transcriptional regulator PdhR///transcriptional regulator PdhR///pyruvate dehydrogenase complex repressor; autorepressor///transcriptional regulator PdhR","b0113","DNA-binding transcription factor activity///DNA-binding transcription factor activity///sequence-specific DNA binding","negative regulation of transcription, DNA-templated///negative regulation of transcription, DNA-templated///positive regulation of transcription, DNA-templated///positive regulation of transcription, DNA-templated","protein-DNA complex","NC_004431.1 (132439..133203)///NC_002655.2 (126582..127346)///NC_000913.3 (122092..122856)///NC_002695.1 (126581..127345)"
0.998974957609354,0.606688042084373,-0.547414914176133,-5.70228522084921,-0.102930264700817,"paaB","putative ring 1,2-phenylacetyl-CoA epoxidase subunit","b1389","","phenylacetate catabolic process","","NC_000913.3 (1454868..1455155)"
0.998974957609354,0.607093679164466,0.546780759307467,-5.70264354966832,0.154604929251798,"cdsA///cdsA///cdsA///cdsA","CDP-diglyceride synthase///CDP-diglyceride synthase///CDP-diglyceride synthase///CDP-diglyceride synthase","b0175","phosphatidate cytidylyltransferase activity///phosphatidate cytidylyltransferase activity","CDP-diacylglycerol biosynthetic process///CDP-diacylglycerol biosynthetic process///CDP-diacylglycerol biosynthetic process","plasma membrane///plasma membrane","NC_004431.1 (205712..206569)///NC_002655.2 (199022..199879)///NC_000913.3 (195677..196534)///NC_002695.1 (199021..199878)"
